iter	Logloss
248	0.2037188807
249	0.2031057319
250	0.2025979451
251	0.2022580466
252	0.2015770406
253	0.2011685916
254	0.2004049525
255	0.199838526
256	0.1994752561
257	0.1991416868
258	0.1986404182
259	0.1983242306
260	0.1978091846
261	0.1974816634
262	0.197028432
263	0.1965124969
264	0.1957985995
265	0.1950788693
266	0.1947333198
267	0.1944619347
268	0.1936710876
269	0.1929514068
270	0.192274325
271	0.1915012219
272	0.1909840732
273	0.1906412899
274	0.1900313963
275	0.1895839493
276	0.1893936951
277	0.1886943684
278	0.1882734269
279	0.1877168816
280	0.1871583364
281	0.1867932001
282	0.1864127843
283	0.1856604614
284	0.1854459173
285	0.1848160884
286	0.1839617888
287	0.1836167705
288	0.1829293149
289	0.1825843327
290	0.1819599551
291	0.1813571543
292	0.1809493326
293	0.1804323115
294	0.1802861601
295	0.1794354815
296	0.1788945088
297	0.1786874166
298	0.1782695795
299	0.1775787673
300	0.177290521
301	0.1764217567
302	0.1759000779
303	0.1755856624
304	0.1752038098
305	0.174735682
306	0.1740278761
307	0.1734666527
308	0.1729115123
309	0.1725067586
310	0.1723002597
311	0.1719105267
312	0.1715708823
313	0.170922655
314	0.1707596476
315	0.1702090148
316	0.1699154131
317	0.1694536097
318	0.1692960726
319	0.1687252483
320	0.1681420227
321	0.167769928
322	0.1672948514
323	0.1667583347
324	0.1665546585
325	0.1661991014
326	0.1657714413
327	0.1651519777
328	0.1648318306
329	0.1643516712
330	0.1639499161
331	0.1637621227
332	0.1634512644
333	0.1632334792
334	0.1627682929
335	0.1625621007
336	0.1622735366
337	0.1615174042
338	0.1611652556
339	0.1609569521
340	0.1607588971
341	0.1604986663
342	0.1600198445
343	0.1594072995
344	0.1587053928
345	0.1581534488
346	0.1575283731
347	0.1570463638
348	0.1568974467
349	0.1566167032
350	0.1559046009
351	0.1553794214
352	0.1550285264
353	0.1545037889
354	0.1541244917
355	0.1538217192
356	0.1534776917
357	0.1527863753
358	0.1521196999
359	0.1515698323
360	0.1511343381
361	0.150585772
362	0.1503017228
363	0.1498520799
364	0.1493903082
365	0.1490880215
366	0.1487940422
367	0.1484525135
368	0.1479874136
369	0.1473905447
370	0.1470087191
371	0.1464358235
372	0.1459242736
373	0.1454771166
374	0.1452750358
375	0.1450866062
376	0.1449046612
377	0.1444130579
378	0.1441764333
379	0.1439096952
380	0.1435736296
381	0.143145021
382	0.1426813483
383	0.1422395964
384	0.1419868416
385	0.1417001521
386	0.1413273797
387	0.1410142793
388	0.1406425078
389	0.1402384667
390	0.1400792014
391	0.1397431063
392	0.1394325398
393	0.1390271176
394	0.1387430583
395	0.1385323607
396	0.1383371885
397	0.1379230889
398	0.1376601053
399	0.1373673586
400	0.1370720029
401	0.1366493816
402	0.1363546247
403	0.1359916374
404	0.1357994164
405	0.1354639802
406	0.1350081067
407	0.1346323025
408	0.1342744855
409	0.1339852803
410	0.1336364181
411	0.1332524877
412	0.1331111044
413	0.1327064866
414	0.1324500647
415	0.1320893351
416	0.1319170491
417	0.1316337142
418	0.1314891691
419	0.1312775192
420	0.1310048139
421	0.130600499
422	0.1303030187
423	0.1300537462
424	0.1298184335
425	0.1295236006
426	0.1292114055
427	0.1288255702
428	0.1286171391
429	0.1282199138
430	0.1279590381
431	0.1275184383
432	0.1271567404
433	0.1268477058
434	0.1265109669
435	0.1262227729
436	0.1260316727
437	0.1256827391
438	0.1253851638
439	0.125234197
440	0.1249696907
441	0.1247893731
442	0.1243734136
443	0.1241532118
444	0.1239267224
445	0.1237117247
446	0.123447856
447	0.1230040173
448	0.1227738758
449	0.1225619835
450	0.1222724701
451	0.1220012908
452	0.1217823585
453	0.1216389126
454	0.1212668276
455	0.1211180332
456	0.1208486528
457	0.1207340778
458	0.1206294069
459	0.1203787198
460	0.1200605778
461	0.1195651426
462	0.1192040861
463	0.1190096217
464	0.1187814304
465	0.1183595897
466	0.1181595947
467	0.1177632184
468	0.1175548499
469	0.1172867466
470	0.1170447348
471	0.1168336477
472	0.1164892142
473	0.1161766828
474	0.115946471
475	0.1157681042
476	0.1153855971
477	0.1152630118
478	0.1148797286
479	0.1146098422
480	0.1144038966
481	0.11399121
482	0.1137833594
483	0.1134273361
484	0.1132526464
485	0.1130715277
486	0.112815128
487	0.112678669
488	0.1124423235
489	0.1120745538
490	0.1118981313
491	0.1114692285
492	0.1112912267
493	0.1111076779
494	0.110728926
495	0.1104270521
496	0.1102593637
497	0.1100223369
498	0.1098350671
499	0.109766083
500	0.109368074
501	0.1090388552
502	0.1085763058
503	0.1081714227
504	0.1079713775
505	0.1077082957
506	0.1074781967
507	0.1071318773
508	0.1068045983
509	0.1065937024
510	0.1063416054
511	0.1061990844
512	0.1058791293
513	0.1055862648
514	0.1052787902
515	0.1050388306
516	0.1048178273
517	0.104666239
518	0.1042973828
519	0.1042212144
520	0.1040680859
521	0.103790377
522	0.1036119143
523	0.1033642636
524	0.1032551164
525	0.1030459485
526	0.1029066199
527	0.1026082244
528	0.1024712806
529	0.1022408759
530	0.1019487496
531	0.1018744745
532	0.1016511143
533	0.1014896565
534	0.1011478454
535	0.1008921792
536	0.1005919852
537	0.1004619703
538	0.1002802995
539	0.09998617682
540	0.09979781035
541	0.09964082788
542	0.09945778036
543	0.09931085363
544	0.09904213752
545	0.09887868197
546	0.09875075581
547	0.09848889964
548	0.09816729642
549	0.09793659997
550	0.09776133628
551	0.09757029595
552	0.09732571802
553	0.09709907115
554	0.09691176979
555	0.09673511631
556	0.09635339
557	0.09609968466
558	0.09583078147
559	0.09555575977
560	0.09542415754
561	0.09535613125
562	0.09502149566
563	0.09487187721
564	0.09459128802
565	0.09444643932
566	0.09435224222
567	0.09406875771
568	0.09384102172
569	0.09354729717
570	0.09329344446
571	0.09309204696
572	0.09292599407
573	0.09274446626
574	0.09242632638
575	0.09212807155
576	0.09192683063
577	0.09183193939
578	0.09174823164
579	0.09153802278
580	0.09138154514
581	0.09133654267
582	0.09118895635
583	0.09102309426
584	0.09081539248
585	0.09057149382
586	0.09034520481
587	0.09021259249
588	0.09001830788
589	0.08976098596
590	0.08949938984
591	0.08935703292
592	0.08913920875
593	0.0889571968
594	0.08879587648
595	0.08850987482
596	0.08837791968
597	0.08826965286
598	0.08810641514
599	0.08792954699
600	0.08772105044
601	0.08752885815
602	0.08726272588
603	0.08721342241
604	0.08694481176
605	0.08668933698
606	0.08646084444
607	0.08638904483
608	0.08615741327
609	0.08594008191
610	0.08587122856
611	0.08576130991
612	0.08562393758
613	0.08557625242
614	0.08544348072
615	0.08525043466
616	0.08511081719
617	0.0848998393
618	0.08475730451
619	0.08466170321
620	0.08453892493
621	0.08437340531
622	0.08426229524
623	0.08409875834
624	0.08399417965
625	0.08382489206
626	0.08359382657
627	0.08337569973
628	0.0832118677
629	0.08310377051
630	0.08296999459
631	0.0828635043
632	0.08274318066
633	0.08266943953
634	0.08250298958
635	0.08230176385
636	0.08223161876
637	0.08211036884
638	0.08193819369
639	0.08170087981
640	0.08149834624
641	0.08130941294
642	0.08121494541
643	0.08103732906
644	0.08087492094
645	0.08061384575
646	0.0804729443
647	0.08026725413
648	0.08008433875
649	0.0800234192
650	0.07993526588
651	0.07972287826
652	0.07966088155
653	0.07951227008
654	0.07935053357
655	0.07926603117
656	0.07912493771
657	0.07900930137
658	0.07884372367
659	0.07869221331
660	0.07856449715
661	0.07844272898
662	0.07833862088
663	0.07827576907
664	0.07813848161
665	0.07795953273
666	0.07787434461
667	0.07774678182
668	0.07757993746
669	0.07751637999
670	0.07742805198
671	0.07724745403
672	0.07700812879
673	0.07684601606
674	0.07669822317
675	0.07661537803
676	0.07648990557
677	0.07637437327
678	0.07619340124
679	0.07608747696
680	0.07593954107
681	0.07582831967
682	0.07566479535
683	0.07552359132
684	0.07536662759
685	0.07531492191
686	0.07519538045
687	0.07502832035
688	0.07485567914
689	0.07476203049
690	0.07466770041
691	0.07451064035
692	0.07435867655
693	0.07425263022
694	0.07412591413
695	0.07399145421
696	0.07387987307
697	0.07377729446
698	0.07367407507
699	0.0736160868
700	0.07356601972
701	0.07338666414
702	0.07317400764
703	0.07308054826
704	0.07301301203
705	0.07289941753
706	0.07278304958
707	0.07269532377
708	0.07256118739
709	0.07245302951
710	0.07231407926
711	0.07216722535
712	0.07196722254
713	0.07190867122
714	0.07180815698
715	0.07158543641
716	0.07143534866
717	0.07135600412
718	0.07112281056
719	0.0709517197
720	0.07078876207
721	0.07070301862
722	0.07053794727
723	0.07034229777
724	0.07021032048
725	0.07008648998
726	0.06995641969
727	0.06980446233
728	0.06966426867
729	0.06955801252
730	0.06942899314
731	0.06928520369
732	0.06921085675
733	0.06915732927
734	0.06912591263
735	0.06906678739
736	0.06893264076
737	0.06884087497
738	0.06878769017
739	0.06869218153
740	0.06850625434
741	0.06839717444
742	0.06823231629
743	0.06813696162
744	0.06804458866
745	0.06795743486
746	0.06783230307
747	0.06776150822
748	0.06763634217
749	0.06753165123
750	0.06745235554
751	0.06729082039
752	0.06717809955
753	0.0670139628
754	0.06690450446
755	0.06668215991
756	0.06649368712
757	0.06633357417
758	0.06620841265
759	0.06608044017
760	0.06596352119
761	0.06582023834
762	0.06564053199
763	0.06544869799
764	0.0653017463
765	0.06518645555
766	0.06507130564
767	0.06499716522
768	0.06486845136
769	0.06476115464
770	0.06466638184
771	0.0645830856
772	0.06444000146
773	0.06435241339
774	0.06427530228
775	0.06421043574
776	0.06406705089
777	0.06398933533
778	0.06378332669
779	0.06368106224
780	0.06360178919
781	0.06354642608
782	0.06345824318
783	0.06332354998
784	0.06318471663
785	0.06305965897
786	0.06291339005
787	0.06280479844
788	0.06270862911
789	0.06263331783
790	0.06254276909
791	0.06245557041
792	0.06241051263
793	0.06236464947
794	0.06230075059
795	0.06220241147
796	0.06209386051
797	0.06196749444
798	0.06186735071
799	0.06171634329
800	0.06165578863
801	0.06160969871
802	0.06152000325
803	0.06135702218
804	0.06118496971
805	0.06104207693
806	0.06091573977
807	0.06084553855
808	0.06072292201
809	0.0605614647
810	0.06049059966
811	0.06036743466
812	0.0602410491
813	0.06017621777
814	0.06002747478
815	0.05995682703
816	0.05989477269
817	0.05976229634
818	0.05964790596
819	0.05953541287
820	0.05938040599
821	0.05924701251
822	0.05910518719
823	0.05906036512
824	0.05902895589
825	0.05887247539
826	0.05876889107
827	0.05867912103
828	0.0586364486
829	0.0585808797
830	0.05852048091
831	0.05841462204
832	0.05834281019
833	0.05828621957
834	0.05824487247
835	0.0581583206
836	0.0581151782
837	0.05796871499
838	0.05789239844
839	0.05777384116
840	0.0576712716
841	0.05756056279
842	0.05751476947
843	0.05743392829
844	0.05729829678
845	0.05719325523
846	0.05713087424
847	0.05703153573
848	0.05694099837
849	0.0568245037
850	0.05666410249
851	0.05662514191
852	0.0565378782
853	0.0564857106
854	0.05643350929
855	0.05634379263
856	0.05622655866
857	0.05616005551
858	0.05601385433
859	0.05593805519
860	0.05585676629
861	0.05579791333
862	0.05569108519
863	0.0555971787
864	0.05546287978
865	0.05535618777
866	0.05530495283
867	0.05523822444
868	0.05514722218
869	0.05508252647
870	0.05497511149
871	0.05488106242
872	0.05483958758
873	0.05478759923
874	0.0546983911
875	0.05463536024
876	0.05456443758
877	0.05446072303
878	0.05439838013
879	0.05430147548
880	0.05418271213
881	0.05409786701
882	0.05402399044
883	0.05397437307
884	0.05390961884
885	0.05386769053
886	0.05378975712
887	0.05372933956
888	0.05366978531
889	0.05358272494
890	0.05354293489
891	0.05348079426
892	0.05341860532
893	0.05330420358
894	0.05321056714
895	0.05316516254
896	0.05309631504
897	0.05298879607
898	0.05291266864
899	0.0528792834
900	0.05278167692
901	0.0527335417
902	0.05267882193
903	0.05260315744
904	0.05255232054
905	0.05248363117
906	0.05237681267
907	0.05224847252
908	0.05219928008
909	0.0521458588
910	0.05206891551
911	0.05200470304
912	0.05195940622
913	0.05190834159
914	0.05182754717
915	0.05175663411
916	0.05170230319
917	0.05169189981
918	0.05163156183
919	0.05158884747
920	0.05145929514
921	0.05140908413
922	0.05135001724
923	0.05124208562
924	0.05117178316
925	0.05114257341
926	0.05108031021
927	0.05103230335
928	0.05098261371
929	0.05090839003
930	0.05078869251
931	0.05075705066
932	0.05069151887
933	0.05058051888
934	0.05050524942
935	0.05045913713
936	0.05041365748
937	0.05039302378
938	0.0503514536
939	0.0502475603
940	0.05011591446
941	0.05009962436
942	0.05003151265
943	0.04999447575
944	0.04989638888
945	0.04984511031
946	0.04978269524
947	0.04972739486
948	0.04969299874
949	0.04967865084
950	0.04963618508
951	0.04955213232
952	0.04951411293
953	0.04947788601
954	0.04935116425
955	0.04933056312
956	0.04927779977
957	0.04921520331
958	0.04913437605
959	0.04908841057
960	0.04904453814
961	0.04892076084
962	0.04886168086
963	0.04878162855
964	0.04875143797
965	0.04867087164
966	0.04857664725
967	0.04852373078
968	0.04842755424
969	0.0483720279
970	0.04833417516
971	0.04824794415
972	0.04814110628
973	0.0480753695
974	0.04804029251
975	0.04795297855
976	0.04789628485
977	0.04779028356
978	0.04770522321
979	0.04762889986
980	0.04759698648
981	0.04750310447
982	0.04738945205
983	0.04734294178
984	0.04725805975
985	0.04718139726
986	0.04714676737
987	0.04709000224
988	0.04705515345
989	0.04694624927
990	0.04690272184
991	0.04679761947
992	0.04668519241
993	0.04659970137
994	0.04653655908
995	0.04646867895
996	0.04639237834
997	0.04630241061
998	0.04623283129
999	0.04613076606
